Frame,x,y,z
0,-0.0051333007231040804,0.029257255359398684,-0.30510620719793835
1,-0.022254930890536567,0.029729213203853008,-0.26258239790474813
2,0.009910063073393345,0.02550036112023141,-0.30497666910543636
3,0.006464358384859204,0.026595318850836137,-0.3066188118790968
4,0.013025787277184162,0.0307406287765346,-0.3060688522805144
5,0.00226985300161669,0.030935741693241533,-0.30603773795750366
6,0.0004555225754170174,0.030576981166638494,-0.3083027576454592
7,0.009033995784023629,0.031006251188990683,-0.3064237120606429
8,-0.002367183394938503,0.030711771460375105,-0.30565490229886805
9,0.008170493107106366,0.028182916979799175,-0.30779786816885457
10,-0.0012795191057093913,0.028808660779812922,-0.30637628403899864
11,0.007844912652980672,0.030604682977704235,-0.30573814455001935
12,-0.00739775266656142,0.027937212125755922,-0.3067742521457799
13,0.0005431918260277002,0.03049466258228898,-0.3065664056725441
14,0.004611617830485938,0.027054266115240522,-0.30775941769372467
15,-0.0034259713778691608,0.029986327758792772,-0.30670769783315727
16,0.002386371920102411,0.02646558196559274,-0.3069188560417073
17,0.00037635473190691536,0.026787991258414943,-0.3068498894112706
18,-0.004050022550769799,0.027681622681984812,-0.3061861645593275
19,0.0020809111128171137,0.029719787132796185,-0.3056835949162446
20,0.005117864304542467,0.029410483112898983,-0.3077487393326601
21,0.006203448209685181,0.02958360477880214,-0.3073184405790488
22,0.0043084218710579035,0.031038034211942993,-0.30713365117790725
23,0.00687322904157313,0.03017076335671729,-0.30603738485888393
24,0.001370475003377074,0.030436102362119598,-0.30752231361918864
25,0.13196139171394553,0.030160925425071275,-0.2866342081002706
26,0.13220467507081712,0.030278541478447964,-0.28661310257181566
27,0.2951376950495679,0.03147982797018535,-0.30823021839820136
28,0.43507010466947393,0.033198160098815564,-0.3064477331314154
29,0.5830107888686897,0.037732756184772016,-0.3028755618803552
30,0.7386301784592232,0.034781973123101356,-0.3009004641763965
31,0.8990688377591057,0.039244136491512205,-0.30090856317702636
32,1.0769382543884785,0.04295470339951031,-0.3032643487103034
33,1.2787292548633118,0.040623556249226166,-0.30530808533268217
34,1.43679187637826,0.04216478179593022,-0.30429041974670834
35,1.6176436224227744,0.04021136187222958,-0.3065535559230842
36,1.843655670671582,0.04555117748154508,-0.30711343466308677
37,1.9826892716594233,0.04801409659599018,-0.3027126647389581
38,2.2250447718812345,0.05003879363776271,-0.3044323553474531
39,2.363300416236528,0.053305910373654536,-0.30293010430808665
40,2.507728782183325,0.05191712729469992,-0.30509341194052586
41,2.674659761453838,0.05705998866897853,-0.30286046217360396
42,2.8228898847792996,0.05300082134720409,-0.3053190616192417
43,2.976290184065659,0.05922320627414424,-0.30620545919869346
44,3.141830370841608,0.059075861817023866,-0.30911146091493685
45,3.2859586388948476,0.0588484782923907,-0.30853638572862696
46,3.413030987227531,0.06240893563407662,-0.3050623292360066
47,3.6446003763050494,0.057691800088095206,-0.30556452306600695
48,3.8136607157599944,0.0544597819829493,-0.308203897904834
49,3.9571512119547,0.0557161872167988,-0.30573358669234896
50,4.176564460893528,0.0620589453212616,-0.30673698524795795
51,4.354312505480144,0.06436386360537825,-0.30193050459253995
52,4.497634261581255,0.061751028081223125,-0.303622306982492
53,4.656668743225676,0.07449192181612532,-0.3044330209999832
54,4.817562671126217,0.0854877286777534,-0.30948775977390536
55,4.944437738677053,0.0906692610126658,-0.308944014749759
56,5.113596722108309,0.09925548650342568,-0.3034397107884137
57,5.281873635566044,0.10955384546198521,-0.29986524464924486
58,5.426667986160612,0.11789366613307807,-0.300736800018271
59,5.528215397085184,0.126416459725186,-0.3028533405325894
60,5.810982486968358,0.12819953464392103,-0.2995307398422237
61,5.813703659539003,0.12894565033179914,-0.2995770150626203
62,5.98676622016889,0.1294293146476724,-0.2983698596980894
63,6.103173243583376,0.1271736809766316,-0.2984456642095764
64,6.269037902285194,0.13502596996338587,-0.29711689540262043
65,6.437148363956437,0.13290192763954323,-0.2983456927283708
66,6.54472572885186,0.13161872934506344,-0.3015772203337086
67,6.774529227033837,0.13713959406556256,-0.2983141413269875
68,6.887666944784165,0.13988678665972157,-0.3002658065741094
69,7.035032692933671,0.1484429500462745,-0.29985021876690643
70,7.201379676909963,0.14907180441060078,-0.3021457777546781
71,7.373415506017524,0.1476026044556021,-0.30201551629138595
72,7.478324338311035,0.15006965559975424,-0.30378342054868257
73,7.694778340260939,0.15189884746410579,-0.3036594476766175
74,7.838482213336264,0.14856553068996767,-0.30607882666530084
75,8.00068249362173,0.15039209309148843,-0.30598739159831795
76,8.361593365043065,0.16262462661914742,-0.3072540770186247
77,8.361889750426323,0.162539535813058,-0.30722853911276643
78,8.56361723692536,0.15986312029219585,-0.3086898008728785
79,8.70876373100505,0.16322055375746844,-0.3082842934231785
80,8.902791775002383,0.1669308650003909,-0.3091002506993389
81,9.055882491359709,0.16940175877750813,-0.3101295799491002
82,9.270274082131548,0.17056295788511522,-0.3120230844674413
83,9.466575807437462,0.16845474133953814,-0.31743820623325214
84,9.579143206291642,0.16697919702530226,-0.3150874924452018
85,9.770201514010367,0.17292762862357683,-0.3098971821788707
86,9.901434580394158,0.17308440509656967,-0.31342640751207756
87,10.165546332660428,0.18485486961360084,-0.3080248755144198
88,10.165455637650698,0.1848173769838004,-0.3080574297233213
89,10.385248541133782,0.18478913063729874,-0.3146130776948891
90,10.531001820977314,0.1887645646729268,-0.3205203401561512
91,10.73233667418087,0.1896028256779593,-0.3153699768067715
92,10.852830648054871,0.18983843372787218,-0.31731502477438045
93,11.019849046963701,0.19011317797103267,-0.3186882560849439
94,11.180421355278398,0.18547889510822096,-0.31595970515319743
95,11.31386708893218,0.18619236002562714,-0.31714366109866304
96,11.512861467865363,0.1859284457408029,-0.3211170363005809
97,11.631017975264733,0.1937562943843966,-0.3205228926482895
98,11.948394774893766,0.2021229270881512,-0.3188891134007377
99,11.95406948068008,0.20213280030837513,-0.3181731925199471
100,12.108310711518463,0.20288733273393283,-0.3183651995648114
101,12.30007164897028,0.19878488651634912,-0.3195592457692201
102,12.464461975187382,0.2029994439066295,-0.3190267885730067
103,12.655504776638118,0.20592421454126347,-0.3169225810902967
104,12.782774150069992,0.20514356219160165,-0.3186961319099942
105,12.945487574301325,0.2049453749066078,-0.31670360677771675
106,13.122895441556766,0.20723434657334494,-0.31922157921288624
107,13.294406421321453,0.2040537440226996,-0.3240550963833485
108,13.451906011020892,0.20731271559529593,-0.32167869125044696
109,13.575290612944308,0.20637514409208016,-0.3220533044159775
110,13.786929640072234,0.20740364209825124,-0.315141655445257
111,13.890793999220211,0.20466034596312338,-0.31242565934044364
112,14.073028466061027,0.2109496172096137,-0.3188354922656546
113,14.240393945051622,0.21242356450804356,-0.32032641489739383
114,14.46786874015295,0.21376656795976917,-0.3180408722829388
115,14.720271770118556,0.2150369660745718,-0.3175655832801581
116,14.924005227864109,0.21966679358721167,-0.32392664710128904
